User Story ID,Journey phase,Journey step,Epic Code,Epic,Jobs to be Done (Epic Description),User Story Title,User Story Description,Acceptance Criteria,Roadmap,Priority,Miro Status,Reach,Impact,Inisght Confidence,Confidence,Effort,RICE Score,Related Services,Stakeholders,Project Dependencies,Technology
5.02.h,1. Unified digital entry-point,"7. Profile, preferences and personalisation",VS5.02,Personalised content,"As a student, I want the website to use my CRM record and roles to show a personalised list of timely and relevant links, tasks, and modules, give me access to all my roles and constituent information, and hide what is not relevant, so I can quickly find what I need without reading everything.",Student-driven preference collection ,"As a student, I want to actively share my interests and preferences, so that the system can better deliver personalised and relevant content to me.","Students can provide preferences explicitly through student portal or surveys.
Preferences are persisted across sessions and devices.
Collected preferences inform content and link recommendations for improved relevance.
Students can update or change preferences at any time.
Collecting preference data requires students to actively provide consent.",Target State,,In Progress (Iterative Design),1,4.5,0.4,0.5,3,0.75,All Services,"Nick Miller and CJ Hogan 
(Student Comms)

DJ Pearce
(Salesforce)",,"OneCRM or User Preference Database, Tealium."
5.02.i,1. Unified digital entry-point,"7. Profile, preferences and personalisation",VS5.02,Personalised content,"As a student, I want the website to use my CRM record and roles to show a personalised list of timely and relevant links, tasks, and modules, give me access to all my roles and constituent information, and hide what is not relevant, so I can quickly find what I need without reading everything.",Visibility of information publish dates,"As a student, I want to see page metadata so that I can determine how recent and relevant the information is before I rely on it.",,Target State,,To Do,1,4.5,0.3,0.5,2.5,0.9,,,,
7.01.a,1. Unified digital entry-point,"7. Profile, preferences and personalisation",VS7.01,Store and utilise profile documentation,"As a student, I want to easily and securely upload and reuse important documents (eg. passport, visa, or ID), so that I can submit forms or update my details in one place without having to re-upload or start from scratch each time.",Store and reuse personal documentation,"As a student, when I am required to upload a document while completing an action, task, or service request, I want to be able to reuse that document for future actions, so I don’t have to repeatedly find and upload the same information.","Students can upload a new document to our system.
Students can manage stored documents through a “Manage My Documents” interface.
Students can attach chosen or newly uploaded documents to any relevant action, task, or service request.
The system notifies students when a document can be reused when filling application.
Documents are private to the student unless explicitly submitted as part of an application or request.
Changes to stored documents are persisted across sessions and devices.",Target State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
1.05.c,1. Unified digital entry-point,"7. Profile, preferences and personalisation",VS1.05,Unified student communication preferences,"As a student, I want omni-channel consistency of task and service request status across devices and channels, so that I can stay informed of status changes as they happen.",Manage Canvas notification integration,"As a student, I want to toggle whether Canvas notifications are sent to my student email, so I can reduce duplicate alerts if I’m using the Canvas mobile app.","Students can enable or disable Canvas notifications to their student email.
The setting applies to all Canvas-related alerts, including assignment deadlines and announcements.
Changes sync across all devices and channels in near real-time.
Students receive confirmation of changes when preferences are updated.",Future State,,Complete,1,4,0.2,0.5,5,0.4,"Preferences, Student Comms",,,Canvas
1.05.d,1. Unified digital entry-point,"7. Profile, preferences and personalisation",VS1.05,Unified student communication preferences,"As a student, I want omni-channel consistency of task and service request status across devices and channels, so that I can stay informed of status changes as they happen.",Manage email subscription ,"As a student, I want a unified page to manage which emails I receive from the university, so I can control which notifications reach me while mandatory emails are always delivered.","Students can view all type of emails they've subscribed in one page.
Mandatory emails cannot be opted out of.
Optional emails can be toggled on or off via checkboxes.
Default preferences apply to new users, and existing users can update at any time.
Changes sync across all devices and channels in near real-time.
Students receive confirmation of changes when preferences are updated.",Target State,,In Progress (Iterative Design),1,4,0.2,0.5,5,0.4,"Preferences, Student Comms","Bronwyn Hazelwood, Emma Duck and Amanda Tan Ng
(Student Comms)",,"Marketing Cloud, Campaign Monitor"
3.03.1.b,2. Stay organised and updated,2. Planning and staying organised,VS3.03.1,Campus wayfinding,"As a student I want to plan my journeys efficiently, ensuring I can get to classes, events, and other activities on time.",Access campus map via student portal,"As a studentt, I want to access to maps through student portal even with a limited mobile and user experience.","Requires significant user experience improvements for an integrated experience, alternatively this should provide a link (to maps.unimelb.edu.au) opening a new browser tab.",Current State,,To Do,1,3.8,0.5,0.5,3,0.63333,,,Campus Maps Team,"Maps Service (e.g., MazeMap, Google Maps API, or internal GIS)."
3.03.1.c,2. Stay organised and updated,2. Planning and staying organised,VS3.03.1,Campus wayfinding,"As a student I want to plan my journeys efficiently, ensuring I can get to classes, events, and other activities on time.",Realtime route suggestion,"As a student, I want pre-emptive route suggestions for my upcoming classes and events so that I can see travel time, know when to leave, and quickly open directions in my preferred map service.","System displays the next location from today’s calendar with estimated travel time, recommended departure time, location name and address
Route suggestion updates dynamically when the user’s calendar changes or travel conditions change.
“Get directions” button opens a modal prompting map selection (campus map or third-party).
If the student has a saved map preference, that option is selected by default.",Future State,,In Progress (Iterative Design),1,3.8,0.5,0.5,3,0.63333,,,Campus Maps Team,"Maps Service, MyTimetable (for location data), Calendar Service."
3.03.1.d,2. Stay organised and updated,2. Planning and staying organised,VS3.03.1,Campus wayfinding,"As a student I want to plan my journeys efficiently, ensuring I can get to classes, events, and other activities on time.",Setup my map preference,"As a student, I want to choose and save my preferred map service so directions always open where I expect—either the campus map or an external map app.","When opening directions, a map selection panel allows student choose between university campus map and external map services (e.g., Google Maps, Apple Maps).
Students can save their preferred map service for future use.
Map preference persists across devices, tied to student profile.
Students can change this preference anytime in their settings.
If a preference is saved, direction CTAs open directly without prompting.",Future State,,In Progress (Iterative Design),1,3.8,0.5,0.5,3,0.63333,"All Services, Course Planning, Enrolment, Timetabling, T&L Assessment","Jade Germantis and Matt Stokes
(MazeMaps owners, Wayfinding Upgrade Project leads)",Campus Maps Team,Maps Service
3.03.1.e,2. Stay organised and updated,2. Planning and staying organised,VS3.03.1,Campus wayfinding,"As a student I want to plan my journeys efficiently, ensuring I can get to classes, events, and other activities on time.",Show my current location,"As a student, I want to see my current location on an interactive campus map so I can orient myself, explore nearby areas, and navigate confidently.","Map shows student’s current location with real-time updates as they move.
Interactive controls allow zooming, panning, and repositioning.
“Locate on map” opens the map selection modal (campus map vs third-party).
Location accuracy and refresh follow device-level geolocation permissions.",Target State,,In Progress (Iterative Design),1,3.8,0.5,0.5,3,0.63333,"All Services, Course Planning, Enrolment, Timetabling, T&L Assessment","Jade Germantis and Matt Stokes
(MazeMaps owners, Wayfinding Upgrade Project leads)",Campus Maps Team,Maps Service
2.08.a,2. Stay organised and updated,2. Planning and staying organised,VS2.08,Places of interest and availability,"As a student, I want a simple campus guide that helps me find my way between locations, see real time wait times for food and coffee, and find places to meet or relax, so I can make smarter and faster decisions, coordinate with friends, and feel in control of my time and environment.",Check library space availability and book study/meeting rooms,"As a student, I want to see which campus study spaces are available in real-time and book library study or meeting rooms, so I can plan my visits efficiently and secure a space for group work.","The system displays library open hours and current occupancy for study and meeting rooms.
Real-time busyness of study spaces is shown (e.g., numeric or visual indicator).
Students can search for available rooms based on date, time, and room type (study or meeting).
Students can book a room directly from the system.
Booked rooms are added to the student’s calendar and confirmation is sent.
Students can view, modify, or cancel their bookings easily.",Future State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
2.08.b,2. Stay organised and updated,2. Planning and staying organised,VS2.08,Places of interest and availability,"As a student, I want a simple campus guide that helps me find my way between locations, see real time wait times for food and coffee, and find places to meet or relax, so I can make smarter and faster decisions, coordinate with friends, and feel in control of my time and environment.",Explore Places of Interest That Fit Your Schedule,"As a student, I want to quickly discover campus locations and amenities that fit my schedule, so I can find nearby spaces to eat, rest, or study between classes.","The system shows available campus locations and amenities based on the student’s schedule.
The system highlights spaces with seating suitable for eating, resting, or studying.
Students can filter or sort locations by type (e.g., food, rest, study).
Locations displayed are relevant to the student’s current or upcoming class locations.
Students can save or bookmark preferred spots for quick access.",Future State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,"Library Booking System, Sensor Data."
2.06.1.a,2. Stay organised and updated,2. Planning and staying organised,VS2.06.1,Unified calendar and planner,"As a student, I want a personalized calendar that pulls accurate cohort, faculty, and study-level dates from my CRM record and course handbook, shows upcoming exams/assessments/assignment deadlines, and displays my timetable (or prompts me to complete it), so I can plan my day, week, and semester and stay organized.",Canvas deadline integration,"As a student, I want all my Canvas assignment and assessment deadlines automatically synced into my calendar, so I can see upcoming tasks without manually checking multiple sources.","Deadlines from Canvas are automatically pulled into the student’s calendar.
Deadlines are updated in real-time whenever changes occur in Canvas.
Each deadline shows relevant information: course, assignment name, due date, and status.
Students can distinguish Canvas deadlines from other calendar entries.",MVP,,To Do,1,4.37,1,0.5,3.13,0.69808,,,,
2.06.1.b,2. Stay organised and updated,2. Planning and staying organised,VS2.06.1,Unified calendar and planner,"As a student, I want a personalized calendar that pulls accurate cohort, faculty, and study-level dates from my CRM record and course handbook, shows upcoming exams/assessments/assignment deadlines, and displays my timetable (or prompts me to complete it), so I can plan my day, week, and semester and stay organized.",Integrated academic calendar,"As a student, I want my MyTimetable, university key dates, and exam timetable displayed in one calendar, so I can see all critical academic dates in a single view.","The calendar displays MyTimetable entries, key academic dates, and exam timetable.
Students can navigate between day, week, and month views.",Current State,,To Do,1,4.37,1,0.5,3.13,0.69808,,,,"MyTimetable, TimeEdit, Manual Timetable Spreadsheets"
2.06.1.c,2. Stay organised and updated,2. Planning and staying organised,VS2.06.1,Unified calendar and planner,"As a student, I want a personalized calendar that pulls accurate cohort, faculty, and study-level dates from my CRM record and course handbook, shows upcoming exams/assessments/assignment deadlines, and displays my timetable (or prompts me to complete it), so I can plan my day, week, and semester and stay organized.",Integrated calendar,"As a student, I want a consolidated view that brings together timetables, Canvas deadlines, key dates, exam timetables, and eventually events, so I can see my daily activities at a glance and filter by category.","The calendar consolidates information from multiple university systems.
Students can filter calendar entries by channel (e.g., timetable, Canvas, key dates, exams).
Daily activities are clearly visible at a glance.
Event integration can be rolled out later without breaking the existing view.",Target State,,In Progress (Iterative Design),1,4.37,1,0.5,3.13,0.69808,"All Services, Course Planning, Enrolment, Timetabling, T&L Assessment","Many and varied stakeholders, as dates/events pulled from many systems and relating to a broad range of student activities and services.",,"MyTimetable, TimeEdit, Manual Timetable Spreadsheets, Canvas"
2.06.1.d,2. Stay organised and updated,2. Planning and staying organised,VS2.06.1,Unified calendar and planner,"As a student, I want a personalized calendar that pulls accurate cohort, faculty, and study-level dates from my CRM record and course handbook, shows upcoming exams/assessments/assignment deadlines, and displays my timetable (or prompts me to complete it), so I can plan my day, week, and semester and stay organized.",Map integration and related links,"As a student, I want full building names displayed in each calendar item with links to relevant pages (Canvas, registration, or info). I want to choose my preferred map service, so I can navigate campus and access related resources seamlessly.","All campus locations show full building names instead of codes.
Students can choose and save their preferred map service as default.
Calendar item can link to Canvas pages or related information.",Target State,,Complete,1,4.37,1,0.5,3.13,0.69808,"All Services, Course Planning, Enrolment, Timetabling, T&L Assessment",Very similar to Rows 33/34. Stakeholders are the same.,,Maps Service
2.06.1.e,2. Stay organised and updated,2. Planning and staying organised,VS2.06.1,Unified calendar and planner,"As a student, I want a personalized calendar that pulls accurate cohort, faculty, and study-level dates from my CRM record and course handbook, shows upcoming exams/assessments/assignment deadlines, and displays my timetable (or prompts me to complete it), so I can plan my day, week, and semester and stay organized.",My priorities at a glance,"As a student, I want to have a clear view of everything scheduled for the day while allowing quick navigation across the current week, so I can stay proactive and focused without feeling overwhelmed.","A dashboard widget displays all calendar entries (classes, deadlines, exams) for the current day.
Students can quickly navigate to other days within the current week.
A dashboard widget highlights the next upcoming activity to help prioritize.
A daily view to reduces clutter while maintaining visibility of critical items",MVP,,In Progress (Iterative Design),1,4.37,1,0.5,3.13,0.69808,"All Services, Course Planning, Enrolment, Timetabling, T&L Assessment","Nick Miller and CJ Hogan 
(Student Comms)

Jeremy Goh, Gordon Yau and Abrar Hayat
(LMS)",,"MyTimetable, TimeEdit, Manual Timetable Spreadsheets, StudentOne (Key Dates/Exams)."
2.06.1.f,2. Stay organised and updated,2. Planning and staying organised,VS2.06.1,Unified calendar and planner,"As a student, I want a personalized calendar that pulls accurate cohort, faculty, and study-level dates from my CRM record and course handbook, shows upcoming exams/assessments/assignment deadlines, and displays my timetable (or prompts me to complete it), so I can plan my day, week, and semester and stay organized.",Personalised key date calendar,"As a student, I want to see personalized key academic dates (e.g., census date) in my calendar, so I can stay informed and plan ahead for important milestones.","Personalised academic key dates that relevant to the student’s study level and cohort are displayed.
Dates are accurate and updated automatically from university records.",MVP,1,To Do,1,4.81,1,0.5,3.13,0.76837,,,,"Canvas, StudentOne, MyTimetable, TimeEdit, Manual Timetable Spreadsheets"
2.06.1.g,2. Stay organised and updated,2. Planning and staying organised,VS2.06.1,Unified calendar and planner,"As a student, I want a personalized calendar that pulls accurate cohort, faculty, and study-level dates from my CRM record and course handbook, shows upcoming exams/assessments/assignment deadlines, and displays my timetable (or prompts me to complete it), so I can plan my day, week, and semester and stay organized.",Unified view to subscribe to my calendars,"As a student, I want a single consolidated view that allows me to subscribe to specific calendars (timetable, deadlines, key dates, events), so I can manage all my schedules in one place while choosing what matters to me.","Students can select which calendar channel(s) to subscribe to.
The system consolidates links into one unified view.
Changes to subscribed calendars are automatically updated.
Students can unsubscribe or adjust selected channels at any time.",MVP,,In Progress (Iterative Design),1,4.37,1,0.5,3.13,0.69808,"All Services, Course Planning, Enrolment, Timetabling, T&L Assessment","No clear business stakeholders 
(primarily tech and cybersecurity)",,"MyTimetable, TimeEdit, Manual Timetable Spreadsheets, StudentOne (Key Dates/Exams)."
0.01.a,2. Stay organised and updated,2. Planning and staying organised,VS0.01,Unified student dashboard,"As a student, I want a single place to see an overview of my whole of University of Melbourne experience including notifications and University messages, my administration tasks, my service requests, my weekly schedule and my upcoming Canvas assignments and exams deadlines, so that I can complete admin tasks quickly and stay focussed on my studies.",Dashboard (current state),"As a student, I want a recreation of the current my.unimelb portal dashboard, so we have a baseline for comparison with improved designs.",Dashboard mirrors existing experience of the current portal.,Current State,,To Do,1,4.5,0.3,0.5,2,1.125,All services,"Nick Miller and CJ Hogan 
(Student Comms)

Meeka Perkins
(Melbourne Online)

David Mulholland 
(re: MCP)",,
0.01.b,2. Stay organised and updated,2. Planning and staying organised,VS0.01,Unified student dashboard,"As a student, I want a single place to see an overview of my whole of University of Melbourne experience including notifications and University messages, my administration tasks, my service requests, my weekly schedule and my upcoming Canvas assignments and exams deadlines, so that I can complete admin tasks quickly and stay focussed on my studies.",Dashboard (customised),"As a student, I want a dashboard where I can choose which information to display, arrange it's layout, and persist these preferences across sessions and devices, so I can prioritize the content most relevant to me.","Students can select from a predefined set of widgets.
Students can reorder and arrange widgets according to personal preference.
Custom layout and widget selection persist across sessions and devices.
Dashboard updates information in near real-time.
Students can reset to default layout if desired.",Future State,,Complete,1,4.5,0.3,0.5,2,1.125,All services,"Nick Miller and CJ Hogan 
(Student Comms)

Meeka Perkins
(Melbourne Online)

David Mulholland 
(re: MCP)",,
0.01.c,2. Stay organised and updated,2. Planning and staying organised,VS0.01,Unified student dashboard,"As a student, I want a single place to see an overview of my whole of University of Melbourne experience including notifications and University messages, my administration tasks, my service requests, my weekly schedule and my upcoming Canvas assignments and exams deadlines, so that I can complete admin tasks quickly and stay focussed on my studies.",Dashboard (staff-curated),"As a student, I want a dashboard with staff-curated widgets displaying priority actionable information, so I can review critical updates at a glance without configuring the dashboard myself.","Staff determine the set of widgets and their layout.
Students cannot remove or reorder staff-curated widgets.
Dashboard updates information in near real-time.
All critical notifications, messages, and admin tasks are visible immediately.",MVP,,In Progress (Iterative Design),1,4.5,0.3,0.5,2,1.125,All services,"Nick Miller and CJ Hogan 
(Student Comms)

Meeka Perkins
(Melbourne Online)

David Mulholland 
(re: MCP)",,
7.03.a,2. Stay organised and updated,"3. Messages, tasks and records",VS7.03,Manage my records,"As a student, I want to see my historical data and records for my financial and academic records, and service requests.",Unified access to student's academic documents and invoices,"As a student, I want to access all my academic documents and financial invoices in one place, so I can view or download my records without navigating multiple systems.","Students can access their academic documents and financial invoices through a unified interface. 
Where integration with external systems is possible, documents are provided as downloadable PDFs. Otherwise, links to access the documents should be available.
A filter allows students to refine the displayed records by category, document type, or semester.",Target State,,In Progress (Iterative Design),1,4,0.5,0.5,3.67,0.54496,"All Services, Academic Records","Rachael Brennan and Nick Gilfillan
(Student  Admin and Enrolment)

Tatiana Terbah
(Fees)",,"MyeQuals (Transcripts), Magento (Invoices/Payments), StudentOne."
7.03.b,2. Stay organised and updated,"3. Messages, tasks and records",VS7.03,Manage my records,"As a student, I want to see my historical data and records for my financial and academic records, and service requests.",View my service request records,"As a student, I want a summary record of each completed service request added to my account, so I can review the history and context of my requests and download or share the information if needed.","A summary document is automatically generated for each completed service request, whilestaff approval and validation is required before the document is publish to student.
Students can view the document in their records list.
Students can download or share the service request record.
Records are clearly linked to the original service request for context.",Future State,,In Progress (Iterative Design),1,4,0.4,0.5,3.67,0.54496,"All Services, Academic Records","Rachael Brennan and Nick Gilfillan
(Student Admin and Enrolment)

Tatiana Terbah
(Fees)","SSTP Service Model & Experience, SASS Student Admin","OneCRM (Salesforce), ServiceNow (if IT requests included)."
2.09.b,2. Stay organised and updated,"3. Messages, tasks and records",VS2.09,Unified messaging,"As a student, I want a single, prioritized inbox for all university-wide and coursework notifications and messages—including urgent emergency alerts and time-limited opportunities—so I can quickly act on what matters and never miss important updates.",AI notice summary,"As a student, I want to quickly understand what's happening in my University without reading through notice list while still able to easily navigate to the full notice.","A widget to present AI generates concise summaries (1–2 sentences) for the most recent notices is available for inclusion on dashboard.
Summaries act as entry points to the full notice page.
The AI summary need to meet a certain quality to ensure students can quickly grasp key information from it without reading the full notice list.",Future State,,Complete,1,4.27,1,0.5,3,0.71167,"Preferences, Student Comms",,,
2.09.c,2. Stay organised and updated,"3. Messages, tasks and records",VS2.09,Unified messaging,"As a student, I want a single, prioritized inbox for all university-wide and coursework notifications and messages—including urgent emergency alerts and time-limited opportunities—so I can quickly act on what matters and never miss important updates.",Announcements,"As a student, I want access to current announcements in the student portal, so I can see existing messages and updates.",Students can view announcements as currently available in my.unimelb.,Current State,,To Do,1,4.27,1,0.5,3,0.71167,,,,
2.09.a,2. Stay organised and updated,"3. Messages, tasks and records",VS2.09,Unified messaging,"As a student, I want a single, prioritized inbox for all university-wide and coursework notifications and messages—including urgent emergency alerts and time-limited opportunities—so I can quickly act on what matters and never miss important updates.",Announcements (UX Improved),"As a student, I want improved access to announcements with advanced management tools, so I can filter, sort, archive, and track what I’ve read, while receiving urgent messages via SMS.","Students can view announcements in the portal with improved UX.
Students can filter, sort, and archive announcements.
Read/unread tracking is supported.
Priority announcements can be sent via SMS for urgent matters.
Students can review historical announcements with full search and filter capabilities.",MVP,,In Progress (Iterative Design),1,4.78,1,0.5,3,0.79667,"Preferences, Student Comms","Bronwyn Hazelwood, CJ Hogan and Nick Miller
(Student Comms)",,
2.09.d,2. Stay organised and updated,"3. Messages, tasks and records",VS2.09,Unified messaging,"As a student, I want a single, prioritized inbox for all university-wide and coursework notifications and messages—including urgent emergency alerts and time-limited opportunities—so I can quickly act on what matters and never miss important updates.",Notices (UX Improved),"As a student, I want improved access to notices with advanced management tools, so I can filter, sort, search, archive, and track read status efficiently.","Notices can be filtered by status, category, and date.
Full-text search is available for notification titles and content.
Students can sort and archive notices.
Read/unread tracking is supported.",MVP,,To Do,1,4.27,1,0.5,3,0.71167,,,,
2.09.e,2. Stay organised and updated,"3. Messages, tasks and records",VS2.09,Unified messaging,"As a student, I want a single, prioritized inbox for all university-wide and coursework notifications and messages—including urgent emergency alerts and time-limited opportunities—so I can quickly act on what matters and never miss important updates.",Notice overview,"As a student, I want a notice overview widget to quickly see my most recent notices, so I can stay updated without navigating multiple pages.","A notice overview widget is available for inclusion on multiple portal pages (e.g. dashboard).
The widget surfaces the most recent notices at a glance.
Notices in the overview are clickable to access full content.",Current State,,In Progress (Iterative Design),1,4.27,1,0.5,3,0.71167,"Preferences, Student Comms","Bronwyn Hazelwood, CJ Hogan and Nick Miller
(Student Comms)",,
2.09.f,2. Stay organised and updated,"3. Messages, tasks and records",VS2.09,Unified messaging,"As a student, I want a single, prioritized inbox for all university-wide and coursework notifications and messages—including urgent emergency alerts and time-limited opportunities—so I can quickly act on what matters and never miss important updates.",Notices,"As a student, I want access to current notices in the student portal, so I can stay informed about university-wide communications.",Students can view notices as currently available in the portal.,Current State,,To Do,1,4.27,1,0.5,3,0.71167,,,,
2.09.g,2. Stay organised and updated,"3. Messages, tasks and records",VS2.09,Unified messaging,"As a student, I want a single, prioritized inbox for all university-wide and coursework notifications and messages—including urgent emergency alerts and time-limited opportunities—so I can quickly act on what matters and never miss important updates.",Urgent annoucement alert,"As a student, I want urgent announcements to appear immediately when I log in, so I never miss critical updates.","Urgent announcements trigger an immediate alert upon login (e.g., modal/pop-up).
Students can view the full content of the urgent announcement.
Alerts are persistent on dashboard until acknowledged.
Urgent announcements are clearly distinguished from regular messages.",MVP,,Complete,1,4.27,1,0.5,3,0.71167,"Preferences, Student Comms","Bronwyn Hazelwood, Nick Miller, CJ Hogan, Emma Duck and Amanda Tan Ng
(Student Comms)",,OneCRM (Salesforce)
6.02.1.e,2. Stay organised and updated,"3. Messages, tasks and records",VS6.02.1,"Unified tasks, enquiries, and service requests","As a student, I want to choose the channel that is most convenient for me to respond to service requests, forms, and applications, and see the status of my processes and timely tasks in one place, tailored to my profile, cohort, and faculty, so I can stay on track and meet deadlines without missing important requirements.",Continue my tasks between different devices,Seamlessly continue my tasks between different devices without losing progress.,,Future State,,To Do,1,5,0.6,0.5,3.14,0.79618,,,,
6.02.1.a,2. Stay organised and updated,"3. Messages, tasks and records",VS6.02.1,"Unified tasks, enquiries, and service requests","As a student, I want to choose the channel that is most convenient for me to respond to service requests, forms, and applications, and see the status of my processes and timely tasks in one place, tailored to my profile, cohort, and faculty, so I can stay on track and meet deadlines without missing important requirements.",Enquiry and service request management,"As a student, I want to submit comments and upload supplementary documents directly into the corresponding enquiry or service request, so I can provide required information quickly and progressing my request faster.","Students can add text comments to an existing enquiry or service request.
Students can upload supporting documents to an enquiry/request.
Uploaded files and comments appear in the case timeline and sync to the backend case system.
Students see basic validation/error messages for invalid files or failed uploads.",Target State,,In Progress (Iterative Design),1,5,0.6,0.5,3.14,0.79618,All services,"Rachael Brennan and Stephen Caithness, Evange Belios-Oliver
(Student Admin and Enquiries)","SSTP Service Model & Experience, SASS Student Admin","OneCRM (Salesforce), Apex/Qualtrics, Other"
6.02.1.b,2. Stay organised and updated,"3. Messages, tasks and records",VS6.02.1,"Unified tasks, enquiries, and service requests","As a student, I want to choose the channel that is most convenient for me to respond to service requests, forms, and applications, and see the status of my processes and timely tasks in one place, tailored to my profile, cohort, and faculty, so I can stay on track and meet deadlines without missing important requirements.",Student Task List,"As a student, I want a task list with tasks auto-assigned when student action is required, so my pending work stays accurate and actionable.","Tasks created by staff or system appear in the student’s list.
System logic detects and assigns tasks that require student action based on connected workflows.
Tasks that depend on other systems update automatically when those systems mark them complete.
Students can manually mark a task as complete (tick-off).
Students can delete/dismiss irrelevant tasks from their list.
Provide a widget surfaces top-priority tasks with title, due date, status, and next action.",Target State,,In Progress (Iterative Design),1,5,0.6,0.5,3.14,0.79618,,,"SSTP Service Model & Experience, SASS Student Admin",OneCRM (Salesforce)
6.02.1.c,2. Stay organised and updated,"3. Messages, tasks and records",VS6.02.1,"Unified tasks, enquiries, and service requests","As a student, I want to choose the channel that is most convenient for me to respond to service requests, forms, and applications, and see the status of my processes and timely tasks in one place, tailored to my profile, cohort, and faculty, so I can stay on track and meet deadlines without missing important requirements.",View enquiry details and support (External Link),"As a student, I want a deep link from the portal to the full enquiry or service request details and an action button to request help, so I can access the authoritative record and take next steps or get support.","Each enquiry shows a clear deep link labeled “View details” or similar.
A prominent call-to-action (“Take action” / “Get support”) is available on each item.
Deep links open the external system where the canonical case details live.
The portal indicates when the user is leaving the portal to access external details.
Links include contextual identifiers so students land on the correct case in the external system.",Target State,,To Do,1,5,0.6,0.5,3.14,0.79618,,,,"OneCRM (Salesforce), Apex/Qualtrics, Other"
6.02.1.d,2. Stay organised and updated,"3. Messages, tasks and records",VS6.02.1,"Unified tasks, enquiries, and service requests","As a student, I want to choose the channel that is most convenient for me to respond to service requests, forms, and applications, and see the status of my processes and timely tasks in one place, tailored to my profile, cohort, and faculty, so I can stay on track and meet deadlines without missing important requirements.",View my unified enquiries and service requests (OneCRM),"As a student, I want a unified list of my enquiries and service requests (sourced from OneCRM) with near real-time status updates, so I can monitor progress without switching systems.","The portal displays a consolidated list of enquiries/service requests sourced from OneCRM.
Each item shows status, last-updated timestamp, brief summary, and a deep link to details.
Status updates are reflected in near real-time (subject to OneCRM sync latency).
Students can filter and sort enquiries by status, type, and date.
Items created in OneCRM by staff or workflows appear in the list.
Provide a widget surfaces most recent enquiries and service requests with title and status.",MVP,,In Progress (Iterative Design),1,5,0.7,0.5,4.44,0.56306,All services,,"SSTP Service Model & Experience, SASS Student Admin","OneCRM (Salesforce), Apex/Qualtrics, Other"
2.02.a,2. Stay organised and updated,4. My course,VS2.02,Academic performance and support,"As a student who is fall behind, I want to feel supported achieving my study goals, and when my goals are in dangerous I want to be proactively prompted so that I can access relevant, timely and appropriate support services.",Real-time academic performance alert and timely support,"As a student, I want to be notified if there are signs that I’m falling behind, and receive timely academic advice and wellbeing support, so I can take action early and recover my performance.","The system identifies when a student has secured less than 50% of available points in an ongoing subject and automatically applies a “performance risk” flag.
The flagged subject is visually indicated within the portal.
Students are shown recommended academic support options when flagged.
Students are shown recommended wellbeing support options when flagged.",Future State,,In Progress (Iterative Design),1,3,0.3,0.5,2.5,0.6,"Course Planning, Enrolment, Academic Progress","Rachael Brennan, Nick Gilfillan and Karla Gilbard
(Student Admin, Enrolments and Course Planning)",,"Canvas LMS (Gradebook data), Predictive Analytics Engine"
2.02.b,2. Stay organised and updated,4. My course,VS2.02,Academic performance and support,"As a student who is fall behind, I want to feel supported achieving my study goals, and when my goals are in dangerous I want to be proactively prompted so that I can access relevant, timely and appropriate support services.",See my estimated WAM and subject results to help me keep track of my academic performance,"As a student, I want to see my estimated WAM and my subject-level results based on marks already secured, so I can understand how I am tracking academically throughout the semester.","The system calculates and displays an estimated WAM based on completed assessments to date.
Students can view subject-level progress showing expected subject outcome.
Estimations clearly indicates that it is projection and not the official WAM or subject result.
Subject result estimations update automatically as new marks are released.
Clear disclaimers appear where estimation logic differs from official calculations.
Data is updated in near real-time from assessment source systems.",Future State,,In Progress (Iterative Design),1,4.4,0.3,0.5,2.5,0.88,"Course Planning, Enrolment, Academic Progress","Rachael Brennan, Nick Gilfillan and Karla Gilbard
(Student Admin, Enrolments and Course Planning)",,"StudentOne (Official Grades), Canvas (Current marks), Calculation Engine"
4.06.a,2. Stay organised and updated,4. My course,VS4.06,Course planning and enrolment,"As a student, I want to plan my courses for the year using personalised suggestions based on my academic history and interests, and have quick access to support services—so I can make informed decisions and get help when I need it.",Personalised subject suggestions and easy access to support,"As a student, I want to receive personalised subject suggestions based on my academic progress, remaining credit requirements, cohort pathways, and inferred interests, so I can confidently plan my study ahead. I also want quick access to course planning support when I need guidance.","Generates personalised subject suggestions based on subjects already completed or enrolled, remaining credit requirements, course roadmap / graduate pathway, student cohort and behaviour-based interest signals.
System should validates prerequisites and flags subjects that cannot be taken.
Students can take direct action on each suggestion, including add to study plan and view subject details in handbook.
Provides direct access to course planning support, including links to advising resources and integrated actions such as booking an appointment with a staff.
Suggestions update based on new enrolments or completed results.",Future State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,"StudentOne (History), Handbook API (Rules), Recommendation Engine."
